id,name,url,phone,address
24583,Multnomah County Department of Transportation,https://multco.us/transportation-planning,503-823-4000,"501 SE Hawthorne Blvd, Portland, OR 97214"
51926,Multnomah County Drainage District,http://www.mcdd.org/,503-281-5675,"1880 NE Elrod Dr, Portland, OR 97211"
30669,Multnomah County Office of Emergency Management,https://multco.us/em,503-988-6095,"501 SE Hawthorne Blvd Suite 400, Portland, OR 97214"
51369,Multnomah County Property Management,https://multco.us/facilities-and-property-management,503-988-3322,"401 N Dixon Street, Portland OR 97227"
62975,Multnomah County Transportation District,https://multco.us/ads/transportation,503-823-4000,"501 SE Hawthorne Blvd, Portland, OR 97214"
48702,Murrayhill Recreational Association,http://www.murrayhillrec.com/,503-579-0985,"11010 SW Teal Blvd, Beaverton OR 97007"
4621,National Park Service,http://www.nps.gov/index.htm,,
32831,Nike Inc,http://www.nike.com/us/en_us/,1-800-344-6453,"One Bowerman Drive, Beaverton OR"
58672,North Clackamas Parks and Recreation District,http://ncprd.com/,503-794-8030,"150 Beavercreek Rd, Oregon City, OR 97045"
36827,North Clackamas School District,http://www.nclack.k12.or.us/,503-353-6000,"4444 SE Lake Rd, Milwaukie, OR 97222"
34395,Oaks Park Association,http://oakspark.com/,503-233-5777,"7805 SE Oaks Park Way, Portland OR 97202"
62223,Oregon Audubon Society,http://audubonportland.org/,503-292-6855,"5151 NW Cornell Rd, Portland, OR 97210"
37192,Oregon City Parks and Recreation Department,http://www.orcity.org/parksandrecreation,503496-1201,"500 Hilda St, Oregon City, 97045"
49724,Oregon City School District,http://www.orecity.k12.or.us/,503-785-8000,"1417 12th St. Oregon City, Oregon 97045"
3176,Oregon Department of Forestry,http://www.oregon.gov/ODF/,503-945-7200,"2600 State St, Salem, OR 97310"
30851,Oregon Department of Transportation,http://www.oregon.gov/ODOT/,888-275-6368,"355 Capitol Street NE, MS 11, Salem, OR 97301-3871"
63408,Oregon Health and Science University,http://www.ohsu.edu/xd/,503-494-8311,"3181 SW Sam Jackson Park Rd, Portland OR 97239"
10512,Oregon Parks and Recreation Department,http://www.oregon.gov/oprd/,800-551-6949,"725 Summer St. N.E. Suite C, Salem, OR 97301"
59480,Oregon State Parks,http://www.oregonstateparks.org/,503-986-0707,"725 Summer St. N.E. Suite C, Salem, OR 97301"
1111,Pacific Power and Light Company,http://www.pacificpower.net,,
25770,Pacific University,http://www.pacificu.edu/,,"2043 College Way, Forest Grove OR 97116"
62987,Port of Portland,http://www.portofportland.com/,503-415-6000,"7200 N.E. Airport Way, Portland, OR 97218"
2787,Portland Bureau of Environmental Services,http://www.portlandoregon.gov/bes/,503-823-7740,"1120 SW 5th Ave, Portland, OR 97204"
11022,Portland Bureau of Transportation,http://www.portlandoregon.gov/transportation/,503-823-5185,"1120 SW 5th Ave #800, Portland, OR 97204"
39249,Portland Community College,http://www.pcc.edu/,971-722-6111,"12000 SW 49th Ave, Portland, OR 97219"
53263,Portland General Electric Company,https://www.portlandgeneral.com/,,
56286,Portland Parks and Recreation,https://www.portlandoregon.gov/parks/,503-823-7529,"1120 SW Fifth Ave., Suite 1302, Portland, OR 97204"
1960,Portland Public Schools,http://www.pps.k12.or.us/,503-916-2000,"501 North Dixon Street, Portland, Oregon, 97227"
54533,Portland State University,http://www.pdx.edu/,503-725-3000,"1825 SW Broadway, Portland OR 97201"
16451,Portland Water Bureau,https://www.portlandoregon.gov/water/,503-823-7404,"1120 SW Fifth Ave, Suite 600, Portland, OR 97204"
9999,Private,,,
615,Reed Institute,http://www.reed.edu/,503-771-1112,"3203 Southeast Woodstock Boulevard, Portland OR 97202"
18771,Reynolds School District,http://www.reynolds.k12.or.us/,503-661-7200,"1204 NE 201st Ave Fairview, Oregon 97024-2499"
5555,Rockwood Utility District,,,
59155,Sherwood Parks Department,http://www.sherwoodoregon.gov/parksrec,503-625-5722,"15527 SW Willamette St, Sherwood, OR 97140"
25009,Sherwood School District,http://www.sherwood.k12.or.us/,503-825-5000,"23295 SW Main St, Sherwood, OR 97140"
43580,State of Oregon,http://www.oregon.gov/,,
10538,State of Oregon Board of Higher Education,http://www.ous.edu/state-board,,
18611,State of Oregon Department of Fish and Wildlife,http://www.dfw.state.or.us/,971-673-6000,"17330 Southeast Evelyn Street, Clackamas OR 97015"
31607,State of Oregon Department of Forestry,http://www.oregon.gov/ODF/,503-945-7200,"2600 State St, Salem, OR 97310"
15903,State of Oregon Department of Transportation,http://www.oregon.gov/odot/,1-888-275-6368,"355 Capitol Street NE, MS 11, Salem, OR 97301-3871"
29966,State of Oregon Division of State Lands,http://www.oregon.gov/DSL/,1-503-986-5200,"775 Summer St. NE Suite 100, Salem OR 97301-1279"
2553,State of Oregon Highway Commission,http://www.oregon.gov/odot/,1-888-275-6368,"355 Capitol Street NE, MS 11, Salem, OR 97301-3871"
28868,State of Oregon Parks and Recreation Department,http://www.oregon.gov/oprd/parks/,1-800-551-6949,"725 Summer St. NE Suite C, Salem OR 97301"
64267,State of Washington,http://access.wa.gov/,,
28782,State of Washington Parks and Recreation,http://www.parks.wa.gov/,,
23300,The Friends of Forest Park,http://www.forestparkconservancy.org/,503-223-5449,"210 NW 17th Ave Suite 201, Portland OR 97209"
35115,The Nature Conservancy,http://www.nature.org/,703-841-5300,"4245 North Fairfax Drive, Suite 100, Arlington, VA 22203-1606"
64686,The Wetlands Conservancy,http://oregonwetlands.net/,503-227-0778,"4640 Southwest Macadam Ave #50, Portland OR 97239"
48217,Tigard-Tualatin School District,http://www.ttsdschools.org/pages/ttsd,503-431-4000,"6960 S.W. Sandburg St, Tigard, OR 97223"
45916,Town of Yacolt,http://www.townofyacolt.com/,360-686-3922,"P.O. Box 160, Yacolt WA 98675"
27586,Trails Club of Oregon,http://www.trailsclub.org/,503-233-2740,"P.O. Box 1243, Portland OR 97207"
15872,Tri-County Metropolitan Transportation District of Oregon (TriMet),http://trimet.org/,503-238-7433,"1800 Southwest 1st Avenue #300, Portland, OR 97201"
21624,Troutdale Parks and Facilities Division,http://www.ci.troutdale.or.us/recreation/,503-665-5175,"219 E. Historic Columbia River Hwy, Troutdale OR"
31947,Trust for Public Land,http://www.tpl.org/,503-228-6620,"808 Southwest 3rd Ave #570, Portland OR 97204"
48797,Tualatin Hills Park and Recreation District,http://www.thprd.org/,503-645-6433,"15707 SW Walker Rd, Beaverton, OR 97006"
48142,Tualatin Valley Water District,http://www.tvwd.org/,503-642-1511,"1850 SW 170th Ave, Beaverton, OR 97003"
59864,United States Bureau of Indian Affairs,http://www.bia.gov/,202-208-6334,"1849 C Street, N.W., Washington D.C. 20240"
27015,United States Bureau of Land Management,http://www.blm.gov/,503-808-6001,"1220 S.W. 3rd Avenue, Portland, OR 97204"
2222,United States Bureau of Reclamation,http://www.usbr.gov,,
43262,United States Fish and Wildlife Service,http://www.fws.gov/,503-231-6121,"911 Northeast 11th Ave #1, Portland OR 97232"
59683,United States Forest Service,http://www.fs.fed.us/,503-808-2468,"1220 SW 3rd Ave, Portland, Oregon 97204"
36436,United States General Services Administration,http://www.gsa.gov/,1-866-606-8220,"1800 F Street NW, Washington D.C. 20405"
16973,United States of America,http://www.usa.gov/,1-800-333-4636,"1800 F Street NW, Washington D.C. 20405"
35309,United States Postal Service,https://www.usps.com/,800-275-8777,
26769,University of Portland,http://www.up.edu/,503-943-8000,"5000 N. Willamette Blvd, Portland OR 97203"
5127,Unknown,,,
27011,Vancouver-Clark Parks and Recreation,http://www.cityofvancouver.us/parksrec,360-397-2446,"4700 NE 78th St, Vancouver, WA 98665"
36615,Villebois Community Center Association,http://www.ourvillebois.com/vcca/,503-670-8111,"11879 Palermo Street, Wilsonville OR 97070"
46772,Washington County,http://www.co.washington.or.us/,503-846-8611,"155 N First Ave, Hillsboro OR 97124"
65516,Washington County Facilities and Parks Service Division,http://www.co.washington.or.us/Support_Services/Facilities/,503-846-8715,"169 N 1st Ave, Hillsboro, OR 97124"
63037,Washington County Land Use and Transportation ,http://www.co.washington.or.us/LUT/,503-846-4530,"155 N First Ave, Hillsboro OR 97124"
57992,Washington Department of Fish and Wildlife,http://wdfw.wa.gov/,360-902-2200,"1111 Washington St SE, Olympia WA 98501"
12348,Washington State Department of Transportation,http://www.wsdot.wa.gov/,360-705-7000,"310 Maple Park Avenue SE, Olympia, WA 98504-7300"
6861,Washington State DNR,http://www.dnr.wa.gov/,360-902-1000,"PO Box 47000 1111 Washington Street SE, Olympia WA 98504"
33222,Washington State Parks and Recreation,http://www.parks.wa.gov/,360-902-8844,"1111 Isreal Road SW, Tumwater, WA 98504"
12349,Washington State University,www.wsu.edu,360-546-9788,"14204 NE SALMON CREEK AVE, VANCOUVER, WA, 98686"
61548,West Linn-Wilsonville School District,http://www.wlwv.k12.or.us/,503-673-7000,"22210 SW Stafford Rd, Tualatin, OR 97062"
37570,Western Rivers Conservancy,http://www.westernrivers.org/,503-241-0151,"71 Southwest Oak Street, Portland OR 97204"
36398,Wilsonville Parks and Recreation Department,http://www.wilsonvilleparksandrec.com/,503-682-3727,"8100 SW Wilsonville Rd, Wilsonville, OR 97070"
8348,Wood Village Parks and Recreation,http://www.ci.wood-village.or.us/parks-recreation/,503-667-6211,"2055 NE 238th Dr, Wood Village, OR 97060"
58,World Forestry Center,http://www.worldforestry.org/,503-228-1367,"4033 Southwest Canyon Road, Portland OR 97221"
59106,Yamhill County,http://www.co.yamhill.or.us/,503-472-9371,535 NE 5th Street McMinnville OR 97218
3333,YMCA,http://www.ymca.net,,
